DateUpdated,AgeGroups,Total cases,Confirmed cases,Probable cases,Total case rate,Total deaths,Confirmed deaths,Probable deaths
11/15/2021,30-39,64348,57837,6511,14544,58,52,6
11/15/2021,40-49,56696,51623,5073,13100,176,142,34
11/15/2021,50-59,59130,54302,4828,11385,530,446,84
11/15/2021,60-69,39428,36641,2787,8949,1184,1022,162
11/15/2021,70-79,20300,18938,1362,7518,1982,1673,309
11/15/2021,80 and older,18110,16410,1700,10966,4876,3880,996
11/16/2021,0-9,29178,27079,2099,7751,1,1,0
11/16/2021,10-19,50335,45261,5074,11108,4,4,0
11/16/2021,20-29,71717,63514,8203,15410,15,14,1
11/16/2021,30-39,64435,57913,6522,14564,58,52,6
11/16/2021,40-49,56796,51715,5081,13124,176,142,34
11/16/2021,50-59,59206,54374,4832,11399,530,446,84
11/16/2021,60-69,39470,36674,2796,8959,1183,1021,162
11/16/2021,70-79,20315,18952,1363,7524,1982,1673,309
11/16/2021,80 and older,18124,16423,1701,10975,4877,3881,996
11/17/2021,0-9,29308,27207,2101,7785,1,1,0
11/17/2021,10-19,50464,45386,5078,11137,4,4,0
11/17/2021,20-29,71832,63627,8205,15435,15,14,1
11/17/2021,30-39,64555,58029,6526,14591,58,52,6
11/17/2021,40-49,56915,51832,5083,13151,178,143,35
11/17/2021,50-59,59326,54486,4840,11423,531,447,84
11/17/2021,60-69,39530,36732,2798,8972,1183,1021,162
11/17/2021,70-79,20345,18979,1366,7535,1984,1673,311
11/17/2021,80 and older,18138,16435,1703,10983,4880,3883,997
11/18/2021,0-9,29419,27311,2108,7815,1,1,0
11/18/2021,10-19,50586,45499,5087,11164,4,4,0
11/18/2021,20-29,71922,63722,8200,15454,16,15,1
11/18/2021,30-39,64675,58146,6529,14618,58,52,6
11/18/2021,40-49,57009,51921,5088,13173,178,143,35
11/18/2021,50-59,59419,54578,4841,11440,531,447,84
11/18/2021,60-69,39600,36801,2799,8988,1182,1020,162
11/18/2021,70-79,20372,19003,1369,7545,1984,1673,311
11/18/2021,80 and older,18159,16455,1704,10996,4880,3883,997
11/19/2021,0-9,29541,27430,2111,7847,1,1,0
11/19/2021,10-19,50724,45624,5100,11194,4,4,0
11/19/2021,20-29,72027,63816,8211,15477,16,15,1
11/19/2021,30-39,64809,58272,6537,14649,59,52,7
11/19/2021,40-49,57129,52031,5098,13200,178,143,35
11/19/2021,50-59,59525,54678,4847,11461,533,449,84
11/19/2021,60-69,39676,36868,2808,9006,1188,1024,164
11/19/2021,70-79,20408,19036,1372,7558,1987,1675,312
11/19/2021,80 and older,18182,16475,1707,11010,4884,3886,998
11/22/2021,0-9,29834,27715,2119,7925,1,1,0
11/22/2021,10-19,51052,45954,5098,11266,4,4,0
11/22/2021,20-29,72301,64077,8224,15536,16,15,1
11/22/2021,30-39,65136,58587,6549,14722,59,52,7
11/22/2021,40-49,57435,52328,5107,13271,178,143,35
11/22/2021,50-59,59789,54937,4852,11512,534,450,84
11/22/2021,60-69,39845,37033,2812,9044,1188,1024,164
11/22/2021,70-79,20472,19096,1376,7582,1988,1676,312
11/22/2021,80 and older,18214,16503,1711,11029,4885,3887,998
01/14/2022,20-29,111084,97574,13510,23869,23,20,3
01/14/2022,30-39,104159,92748,11411,23543,82,66,16
01/14/2022,40-49,88985,79938,9047,20561,208,169,39
01/14/2022,50-59,88519,80027,8492,17043,595,498,97
01/14/2022,60-69,56824,51918,4906,12898,1349,1145,204
01/14/2022,70-79,27678,25452,2226,10250,2140,1789,351
01/14/2022,80 and older,22415,20179,2236,13573,5154,4108,1046
03/15/2022,70-79,32137,29465,2672,11902,2393,2008,385
03/15/2022,80 and older,25685,22909,2776,15553,5645,4498,1147
05/18/2022,80 and older,28156,24966,3190,17050,5757,4577,1180
06/06/2022,0-9,73904,68079,5825,19441,4,3,1
06/06/2022,10-19,103374,92295,11079,22834,4,4,0
06/06/2022,20-29,136191,119639,16552,28783,28,25,3
06/06/2022,30-39,131568,117575,13993,29200,109,90,19
06/06/2022,40-49,112104,100763,11341,26008,244,201,43
06/06/2022,50-59,112034,100963,11071,21736,731,620,111
06/06/2022,60-69,76084,69008,7076,16781,1600,1370,230
06/06/2022,70-79,38146,34667,3479,13522,2472,2070,402
06/06/2022,80 and older,29047,25677,3370,38241,5779,4592,1187
06/07/2022,0-9,73962,68125,5837,19456,6,5,1
06/07/2022,10-19,103416,92324,11092,22843,4,4,0
06/07/2022,20-29,136259,119689,16570,28797,28,25,3
06/07/2022,30-39,131655,117633,14022,29219,110,91,19
06/07/2022,40-49,112180,100814,11366,26025,244,201,43
06/07/2022,50-59,112144,101033,11111,21758,733,621,112
06/07/2022,60-69,76193,69083,7110,16805,1605,1372,233
06/07/2022,70-79,38203,34712,3491,13542,2480,2078,402
06/07/2022,80 and older,29093,25709,3384,38302,5788,4600,1188
06/08/2022,0-9,74010,68160,5850,19469,6,5,1
06/08/2022,10-19,103463,92365,11098,22853,4,4,0
06/08/2022,20-29,136358,119766,16592,28818,28,25,3
06/08/2022,30-39,131767,117716,14051,29244,110,91,19
06/08/2022,40-49,112266,100886,11380,26045,244,201,43
06/08/2022,50-59,112244,101114,11130,21777,733,621,112
06/08/2022,60-69,76277,69155,7122,16824,1605,1372,233
06/08/2022,70-79,38255,34754,3501,13560,2481,2079,402
06/08/2022,80 and older,29121,25727,3394,38339,5789,4601,1188
06/09/2022,0-9,74045,68194,5851,19669,5,5,0
06/09/2022,10-19,103526,92417,11109,22847,4,4,0
06/09/2022,20-29,136456,119841,16615,29321,28,25,3
06/09/2022,30-39,131871,117798,14073,29806,111,92,19
06/09/2022,40-49,112352,100960,11392,25961,244,201,43
06/09/2022,50-59,112355,101205,11150,21633,732,620,112
06/09/2022,60-69,76365,69218,7147,17333,1605,1372,233
06/09/2022,70-79,38315,34795,3520,14190,2481,2079,402
06/09/2022,80 and older,29151,25751,3400,17652,5789,4601,1188
06/10/2022,0-9,74089,68233,5856,19490,6,5,1
06/10/2022,10-19,103573,92459,11114,22878,4,4,0
06/10/2022,20-29,136539,119903,16636,28856,28,25,3
06/10/2022,30-39,131984,117892,14092,29292,111,92,19
06/10/2022,40-49,112435,101031,11404,26084,244,201,43
06/10/2022,50-59,112479,101310,11169,21823,732,620,112
06/10/2022,60-69,76457,69289,7168,16863,1605,1372,233
06/10/2022,70-79,38387,34855,3532,13607,2481,2079,402
06/10/2022,80 and older,29189,25784,3405,38428,5789,4601,1188
06/13/2022,0-9,74203,68339,5864,19520,6,5,1
11/23/2021,0-9,29939,27806,2133,7953,1,1,0
11/23/2021,10-19,51156,46052,5104,11289,4,4,0
11/23/2021,20-29,72396,64158,8238,15556,16,15,1
11/23/2021,30-39,65257,58686,6571,14750,59,52,7
11/23/2021,40-49,57565,52445,5120,13301,178,143,35
11/23/2021,50-59,59882,55020,4862,11530,534,450,84
11/23/2021,60-69,39912,37093,2819,9059,1188,1024,164
11/23/2021,70-79,20501,19119,1382,7592,1988,1676,312
11/23/2021,80 and older,18224,16511,1713,11035,4885,3887,998
11/24/2021,0-9,30069,27932,2137,7988,1,1,0
11/24/2021,10-19,51280,46173,5107,11317,4,4,0
11/24/2021,20-29,72507,64265,8242,15580,16,15,1
11/24/2021,30-39,65389,58813,6576,14780,59,52,7
11/24/2021,40-49,57690,52561,5129,13330,178,143,35
11/24/2021,50-59,59987,55119,4868,11550,535,451,84
11/24/2021,60-69,39997,37172,2825,9078,1191,1026,165
11/24/2021,70-79,20523,19138,1385,7601,1993,1681,312
11/24/2021,80 and older,18235,16519,1716,11042,4888,3890,998
11/26/2021,0-9,30363,28201,2162,8066,1,1,0
11/26/2021,10-19,51571,46433,5138,11381,4,4,0
11/26/2021,20-29,72786,64523,8263,15640,16,15,1
11/26/2021,30-39,65704,59099,6605,14851,59,52,7
11/26/2021,40-49,57939,52791,5148,13388,178,143,35
11/26/2021,50-59,60212,55322,4890,11593,535,451,84
11/26/2021,60-69,40153,37312,2841,9114,1191,1026,165
11/26/2021,70-79,20584,19198,1386,7623,1993,1681,312
11/26/2021,80 and older,18266,16545,1721,11061,4888,3890,998
11/29/2021,0-9,30671,28507,2164,8147,1,1,0
11/29/2021,10-19,51887,46734,5153,11451,4,4,0
11/29/2021,20-29,73107,64829,8278,15709,16,15,1
11/29/2021,30-39,66071,59454,6617,14934,59,52,7
11/29/2021,40-49,58272,53118,5154,13465,178,143,35
11/29/2021,50-59,60512,55616,4896,11651,535,451,84
11/29/2021,60-69,40358,37515,2843,9160,1191,1026,165
11/29/2021,70-79,20690,19296,1394,7662,1993,1681,312
11/29/2021,80 and older,18319,16600,1719,11093,4887,3890,997
11/30/2021,0-9,30800,28629,2171,8182,1,1,0
11/30/2021,10-19,52015,46856,5159,11479,4,4,0
11/30/2021,20-29,73244,64963,8281,15738,17,16,1
11/30/2021,30-39,66217,59595,6622,14967,63,54,9
11/30/2021,40-49,58389,53229,5160,13492,179,144,35
11/30/2021,50-59,60635,55737,4898,11675,540,454,86
11/30/2021,60-69,40437,37590,2847,9178,1196,1030,166
11/30/2021,70-79,20721,19325,1396,7674,2000,1687,313
11/30/2021,80 and older,18338,16613,1725,11104,4905,3906,999
12/01/2021,0-9,30923,28746,2177,8214,1,1,0
12/01/2021,10-19,52168,47004,5164,11513,4,4,0
12/01/2021,20-29,73434,65128,8306,15779,17,16,1
12/01/2021,30-39,66418,59767,6651,15012,63,54,9
12/01/2021,40-49,58531,53344,5187,13524,179,144,35
12/01/2021,50-59,60786,55853,4933,11704,542,456,86
12/01/2021,60-69,40521,37663,2858,9197,1196,1030,166
12/01/2021,70-79,20750,19351,1399,7685,2001,1688,313
12/01/2021,80 and older,18358,16633,1725,11117,4906,3907,999
12/02/2021,0-9,31158,28970,2188,8277,1,1,0
12/02/2021,10-19,52448,47276,5172,11575,4,4,0
12/02/2021,20-29,73688,65386,8302,15834,17,16,1
12/02/2021,30-39,66663,60032,6631,15068,63,54,9
12/02/2021,40-49,58753,53573,5180,13576,179,144,35
12/02/2021,50-59,60984,56056,4928,11742,542,456,86
12/02/2021,60-69,40651,37791,2860,9227,1196,1030,166
12/02/2021,70-79,20787,19386,1401,7698,2001,1688,313
12/02/2021,80 and older,18385,16656,1729,11133,4906,3907,999
12/03/2021,0-9,31249,29051,2198,8301,1,1,0
12/03/2021,10-19,52586,47401,5185,11605,4,4,0
12/03/2021,20-29,73830,65500,8330,15864,17,16,1
12/03/2021,30-39,66821,60159,6662,15103,63,54,9
12/03/2021,40-49,58864,53679,5185,13601,179,144,35
12/03/2021,50-59,61089,56146,4943,11762,545,459,86
12/03/2021,60-69,40727,37854,2873,9244,1199,1032,167
12/03/2021,70-79,20812,19411,1401,7708,2004,1691,313
12/03/2021,80 and older,18402,16669,1733,11143,4913,3911,1002
01/17/2022,0-9,55943,51714,4229,14861,1,1,0
01/17/2022,10-19,84886,76037,8849,18733,4,4,0
01/17/2022,20-29,113485,99801,13684,24385,23,20,3
01/17/2022,30-39,106747,95169,11578,24128,82,66,16
01/17/2022,40-49,91129,81922,9207,21057,208,169,39
01/17/2022,50-59,90563,81918,8645,17437,595,498,97
01/17/2022,60-69,58247,53214,5033,13221,1348,1145,203
01/17/2022,70-79,28380,26104,2276,10510,2139,1789,350
01/17/2022,80 and older,22878,20585,2293,13854,5154,4108,1046
01/18/2022,0-9,56457,52167,4290,14997,1,1,0
01/18/2022,10-19,85514,76562,8952,18872,4,4,0
01/18/2022,20-29,114089,100275,13814,24515,23,20,3
01/18/2022,30-39,107391,95720,11671,24273,82,66,16
01/18/2022,40-49,91692,82392,9300,21187,208,169,39
01/18/2022,50-59,91182,82435,8747,17556,596,499,97
01/18/2022,60-69,58635,53527,5108,13309,1350,1146,204
01/18/2022,70-79,28587,26273,2314,10587,2142,1791,351
01/18/2022,80 and older,22974,20668,2306,13912,5158,4111,1047
01/19/2022,0-9,57108,52763,4345,15170,2,2,0
01/19/2022,10-19,86179,77165,9014,19018,4,4,0
01/19/2022,20-29,114777,100885,13892,24663,24,20,4
01/19/2022,30-39,108118,96380,11738,24437,83,67,16
01/19/2022,40-49,92254,82896,9358,21317,214,174,40
01/19/2022,50-59,91785,82981,8804,17672,608,509,99
01/19/2022,60-69,59084,53918,5166,13411,1369,1158,211
01/19/2022,70-79,28798,26453,2345,10665,2168,1812,356
01/19/2022,80 and older,23152,20815,2337,14020,5198,4141,1057
01/20/2022,0-9,57801,53354,4447,15354,2,2,0
01/20/2022,10-19,86803,77701,9102,19156,5,5,0
01/20/2022,20-29,115448,101465,13983,24807,24,20,4
01/20/2022,30-39,108848,97024,11824,24602,84,68,16
01/20/2022,40-49,92851,83436,9415,21455,214,174,40
01/20/2022,50-59,92383,83508,8875,17787,611,512,99
01/20/2022,60-69,59519,54304,5215,13510,1370,1159,211
01/20/2022,70-79,29036,26676,2360,10753,2170,1814,356
01/20/2022,80 and older,23357,20986,2371,14144,5203,4145,1058
01/21/2022,0-9,58402,53928,4474,15514,2,2,0
01/21/2022,10-19,87363,78213,9150,19280,5,5,0
01/21/2022,20-29,116077,102026,14051,24942,24,20,4
01/21/2022,30-39,109580,97732,11848,24768,86,70,16
01/21/2022,40-49,93448,83991,9457,21592,218,177,41
01/21/2022,50-59,92901,83996,8905,17887,624,524,100
01/21/2022,60-69,59958,54704,5254,13609,1385,1173,212
01/21/2022,70-79,29259,26882,2377,10836,2188,1828,360
01/21/2022,80 and older,23502,21093,2409,14231,5237,4168,1069
01/24/2022,0-9,60083,55521,4562,15961,2,2,0
01/24/2022,10-19,88973,79764,9209,19635,5,5,0
01/24/2022,20-29,117831,103692,14139,25319,24,20,4
01/24/2022,30-39,111556,99575,11981,25215,86,70,16
01/24/2022,40-49,95132,85589,9543,21982,218,177,41
01/24/2022,50-59,94378,85352,9026,18171,624,524,100
01/24/2022,60-69,61011,55691,5320,13848,1386,1174,212
01/24/2022,70-79,29729,27303,2426,11010,2194,1834,360
01/24/2022,80 and older,23847,21404,2443,14440,5235,4168,1067
01/25/2022,0-9,60500,55846,4654,16071,2,2,0
01/25/2022,10-19,89425,80071,9354,19735,5,5,0
01/25/2022,20-29,118447,104077,14370,25451,24,20,4
12/06/2021,0-9,31991,29784,2207,8498,1,1,0
12/06/2021,10-19,53393,48185,5208,11783,4,4,0
12/06/2021,20-29,74742,66396,8346,16060,17,16,1
12/06/2021,30-39,67732,61050,6682,15309,63,54,9
12/06/2021,40-49,59579,54366,5213,13767,179,144,35
12/06/2021,50-59,61798,56840,4958,11898,545,459,86
12/06/2021,60-69,41161,38274,2887,9343,1199,1032,167
12/06/2021,70-79,20984,19581,1403,7771,2004,1691,313
12/06/2021,80 and older,18480,16744,1736,11190,4913,3911,1002
12/07/2021,0-9,32209,29982,2227,8556,1,1,0
12/07/2021,10-19,53609,48363,5246,11831,4,4,0
12/07/2021,20-29,75039,66657,8382,16124,17,16,1
12/07/2021,30-39,68070,61347,6723,15386,63,54,9
12/07/2021,40-49,59859,54610,5249,13831,180,145,35
12/07/2021,50-59,62080,57085,4995,11953,546,460,86
12/07/2021,60-69,41333,38419,2914,9382,1207,1038,169
12/07/2021,70-79,21055,19640,1415,7798,2010,1696,314
12/07/2021,80 and older,18526,16785,1741,11218,4917,3914,1003
01/25/2022,30-39,112187,99976,12211,25357,86,70,16
01/25/2022,40-49,95644,85923,9721,22100,218,177,41
01/25/2022,50-59,94907,85687,9220,18273,624,524,100
01/25/2022,60-69,61381,55946,5435,13932,1386,1174,212
01/25/2022,70-79,29918,27443,2475,11080,2193,1834,359
01/25/2022,80 and older,23956,21479,2477,14506,5235,4168,1067
03/16/2022,0-9,66438,61038,5400,17649,2,2,0
03/16/2022,10-19,95158,84963,10195,21000,4,4,0
03/16/2022,20-29,124946,109700,15246,26848,28,25,3
03/16/2022,30-39,118969,106034,12935,26890,107,87,20
03/16/2022,40-49,101135,90810,10325,23369,237,193,44
03/16/2022,50-59,100001,90179,9822,19254,706,597,109
03/16/2022,60-69,65407,59554,5853,14846,1554,1335,219
03/16/2022,70-79,32159,29482,2677,11910,2393,2008,385
03/16/2022,80 and older,25695,22919,2776,15559,5646,4499,1147
03/17/2022,0-9,66485,61084,5401,17661,2,2,0
03/17/2022,10-19,95234,85030,10204,21017,4,4,0
03/17/2022,20-29,125016,109758,15258,26863,28,25,3
03/17/2022,30-39,119020,106080,12940,26902,107,87,20
03/17/2022,40-49,101181,90852,10329,23379,237,193,44
03/17/2022,50-59,100042,90213,9829,19262,706,597,109
03/17/2022,60-69,65448,59588,5860,14855,1554,1335,219
03/17/2022,70-79,32181,29497,2684,11918,2393,2008,385
03/17/2022,80 and older,25706,22926,2780,15566,5646,4499,1147
03/18/2022,0-9,66512,61109,5403,17668,2,2,0
03/18/2022,10-19,95285,85073,10212,21028,4,4,0
03/18/2022,20-29,125066,109798,15268,26873,28,25,3
03/18/2022,30-39,119065,106122,12943,26912,107,87,20
03/18/2022,40-49,101223,90890,10333,23389,238,194,44
03/18/2022,50-59,100081,90247,9834,19269,714,603,111
03/18/2022,60-69,65489,59625,5864,14865,1560,1340,220
03/18/2022,70-79,32202,29514,2688,11926,2400,2015,385
03/18/2022,80 and older,25727,22943,2784,15579,5664,4511,1153
03/21/2022,0-9,66560,61153,5407,17681,2,2,0
03/21/2022,10-19,95385,85154,10231,21050,4,4,0
03/21/2022,20-29,125162,109870,15292,26894,28,25,3
03/21/2022,30-39,119138,106191,12947,26928,107,87,20
03/21/2022,40-49,101292,90954,10338,23405,238,194,44
03/21/2022,50-59,100161,90321,9840,19285,714,603,111
03/21/2022,60-69,65567,59698,5869,14882,1560,1340,220
03/21/2022,70-79,32243,29550,2693,11941,2403,2018,385
03/21/2022,80 and older,25744,22958,2786,15589,5667,4514,1153
03/22/2022,0-9,66597,61186,5411,17691,2,2,0
03/22/2022,10-19,95424,85189,10235,21059,4,4,0
03/22/2022,20-29,125227,109912,15315,26908,28,25,3
03/22/2022,30-39,119190,106235,12955,26940,107,87,20
03/22/2022,40-49,101345,91002,10343,23417,239,195,44
01/26/2022,0-9,60908,56230,4678,16180,2,2,0
01/26/2022,10-19,89797,80406,9391,19817,5,5,0
01/26/2022,20-29,118799,104393,14406,25527,25,21,4
01/26/2022,30-39,112635,100378,12257,25458,86,70,16
01/26/2022,40-49,95982,86215,9767,22178,220,179,41
01/26/2022,50-59,95248,85985,9263,18339,635,534,101
01/26/2022,60-69,61657,56180,5477,13995,1412,1192,220
01/26/2022,70-79,30080,27587,2493,11140,2229,1861,368
01/26/2022,80 and older,24055,21548,2507,14566,5287,4209,1078
01/27/2022,0-9,61342,56633,4709,16295,2,2,0
01/27/2022,10-19,90172,80734,9438,19900,5,5,0
01/27/2022,20-29,119205,104754,14451,25614,24,20,4
01/27/2022,30-39,113120,100810,12310,25568,86,70,16
01/27/2022,40-49,96398,86599,9799,22274,219,179,40
01/27/2022,50-59,95590,86296,9294,18405,633,535,98
01/27/2022,60-69,61966,56456,5510,14065,1417,1197,220
01/27/2022,70-79,30237,27724,2513,11198,2230,1862,368
01/27/2022,80 and older,24162,21641,2521,14631,5292,4214,1078
01/28/2022,0-9,61720,56986,4734,16395,2,2,0
01/28/2022,10-19,90456,80983,9473,19962,5,5,0
01/28/2022,20-29,119595,105102,14493,25698,25,21,4
01/28/2022,30-39,113630,101280,12350,25683,86,70,16
01/28/2022,40-49,96737,86904,9833,22352,221,180,41
01/28/2022,50-59,95905,86573,9332,18465,638,538,100
01/28/2022,60-69,62215,56687,5528,14121,1431,1208,223
01/28/2022,70-79,30361,27842,2519,11244,2246,1876,370
01/28/2022,80 and older,24256,21718,2538,14688,5331,4242,1089
01/31/2022,0-9,62107,57353,4754,16498,2,2,0
01/31/2022,10-19,90907,81406,9501,20062,5,5,0
01/31/2022,20-29,120056,105498,14558,25797,25,21,4
01/31/2022,30-39,114153,101753,12400,25802,86,70,16
01/31/2022,40-49,97175,87302,9873,22454,221,180,41
01/31/2022,50-59,96327,86942,9385,18547,643,540,103
01/31/2022,60-69,62555,57001,5554,14199,1436,1210,226
01/31/2022,70-79,30525,27993,2532,11305,2249,1879,370
01/31/2022,80 and older,24398,21845,2553,14774,5343,4248,1095
02/01/2022,0-9,62295,57519,4776,16548,2,2,0
02/01/2022,10-19,91067,81532,9535,20097,5,5,0
02/01/2022,20-29,120204,105619,14585,25829,25,21,4
02/01/2022,30-39,114341,101905,12436,25844,87,71,16
02/01/2022,40-49,97332,87442,9890,22490,222,181,41
02/01/2022,50-59,96492,87081,9411,18578,647,543,104
02/01/2022,60-69,62656,57085,5571,14222,1447,1216,231
02/01/2022,70-79,30586,28045,2541,11327,2259,1886,373
02/01/2022,80 and older,24469,21889,2580,14817,5382,4277,1105
02/02/2022,0-9,62577,57781,4796,16623,2,2,0
02/02/2022,10-19,91274,81708,9566,20143,5,5,0
02/02/2022,20-29,120425,105809,14616,25876,25,21,4
02/02/2022,30-39,114609,102138,12471,25905,88,72,16
02/02/2022,40-49,97593,87658,9935,22550,222,181,41
02/02/2022,50-59,96702,87260,9442,18619,647,543,104
02/02/2022,60-69,62829,57237,5592,14261,1448,1217,231
02/02/2022,70-79,30693,28143,2550,11367,2261,1887,374
02/02/2022,80 and older,24526,21938,2588,14852,5385,4280,1105
02/03/2022,0-9,62948,58143,4805,16722,2,2,0
02/03/2022,10-19,91569,81986,9583,20208,5,5,0
02/03/2022,20-29,120733,106079,14654,25942,25,21,4
02/03/2022,30-39,115014,102518,12496,25996,88,72,16
02/03/2022,40-49,97922,87969,9953,22626,222,181,41
02/03/2022,50-59,96995,87538,9457,18675,647,543,104
02/03/2022,60-69,63054,57456,5598,14312,1448,1218,230
02/03/2022,70-79,30810,28256,2554,11410,2261,1887,374
02/03/2022,80 and older,24628,22030,2598,14913,5385,4280,1105
02/04/2022,0-9,63160,58292,4868,16778,2,2,0
02/04/2022,10-19,91728,82093,9635,20243,5,5,0
02/04/2022,20-29,120880,106198,14682,25974,25,21,4
02/04/2022,30-39,115222,102697,12525,26043,90,72,18
02/04/2022,40-49,98050,88077,9973,22656,222,181,41
02/04/2022,50-59,97146,87664,9482,18704,653,549,104
02/04/2022,60-69,63146,57535,5611,14333,1462,1228,234
02/04/2022,70-79,30883,28314,2569,11437,2277,1898,379
02/04/2022,80 and older,24707,22081,2626,14961,5423,4310,1113
03/22/2022,50-59,100248,90390,9858,19302,716,605,111
03/22/2022,60-69,65645,59760,5885,14900,1563,1341,222
03/22/2022,70-79,32273,29572,2701,11952,2408,2021,387
03/22/2022,80 and older,25763,22974,2789,15601,5675,4520,1155
05/19/2022,0-9,72414,66724,5690,19236,2,2,0
05/19/2022,10-19,101661,90818,10843,22435,4,4,0
05/19/2022,20-29,133755,117590,16165,28741,28,25,3
05/19/2022,30-39,128750,115137,13613,29101,109,90,19
05/19/2022,40-49,109731,98736,10995,25355,243,200,43
05/19/2022,50-59,109353,98687,10666,21055,730,619,111
05/19/2022,60-69,73634,66974,6660,16713,1594,1365,229
05/19/2022,70-79,36729,33495,3234,13602,2455,2057,398
05/19/2022,80 and older,28244,25024,3220,17103,5757,4577,1180
05/20/2022,0-9,72590,66884,5706,19283,2,2,0
05/20/2022,10-19,101891,91023,10868,22486,4,4,0
05/20/2022,20-29,134005,117813,16192,28794,28,25,3
05/20/2022,30-39,129083,115426,13657,29176,109,90,19
05/20/2022,40-49,110025,98989,11036,25423,243,200,43
05/20/2022,50-59,109648,98950,10698,21111,731,620,111
05/20/2022,60-69,73920,67204,6716,16778,1594,1365,229
05/20/2022,70-79,36897,33636,3261,13665,2456,2058,398
05/20/2022,80 and older,28336,25097,3239,17159,5759,4578,1181
05/23/2022,0-9,72900,67182,5718,19365,2,2,0
05/23/2022,10-19,102236,91330,10906,22562,4,4,0
05/23/2022,20-29,134429,118200,16229,28885,28,25,3
05/23/2022,30-39,129640,115942,13698,29302,109,90,19
05/23/2022,40-49,110528,99452,11076,25539,243,200,43
05/23/2022,50-59,110143,99394,10749,21207,731,620,111
05/23/2022,60-69,74342,67594,6748,16874,1594,1365,229
05/23/2022,70-79,37153,33864,3289,13759,2456,2058,398
05/23/2022,80 and older,28483,25224,3259,17248,5759,4578,1181
05/24/2022,0-9,72983,67264,5719,19387,2,2,0
05/24/2022,10-19,102327,91418,10909,22582,4,4,0
05/24/2022,20-29,134554,118316,16238,28912,28,25,3
05/24/2022,30-39,129799,116078,13721,29338,109,90,19
05/24/2022,40-49,110644,99559,11085,25566,243,200,43
05/24/2022,50-59,110298,99534,10764,21237,731,620,111
05/24/2022,60-69,74486,67715,6771,16907,1596,1367,229
